methylisocitrate lyase	MCITL2	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	EAR80y	
Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	R5Ptex	
murein lytic transglycosylase (murein4p3p) (periplasm)	MLTGY2pp	
glycine C-acetyltransferase	GLYAT	
"phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)"	PGP180abcpp	
ISC [2Fe-2S] Synthesis	I2FE2SS	
Methionyl-tRNA synthetase	METTRS	
acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	ACACT3r	
Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	AACTOOR	
iron-sulfur cluster repair	FESR	
Valine-pyruvate aminotransferase	VPAMTr	
CDP-Diacylglycerol pyrophostatase (n-C16:0)	CDAPPA160	
fatty-acid-CoA thioesterase (decanoate)	FACOAE100	
acylphosphatase (C18:1)	APH181	
L-asparagine transport via ABC system (periplasm)	ASNabcpp	
Dimethyl sulfoxide reductase (Menaquinol 8)	DMSOR1	
Guanine transport via diffusion (periplasm)	GUAtpp	
Formate-hydrogen lyase	FHL	
"(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)"	12PPDStex	
Fe-enterobactin transport via ABC system (periplasm)	FEENTERabcpp	
Ap4A hydrolase	AP4AH	
"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)"	PLIPA1E141pp	
cystathionine b-lyase	CYSTL	
UDPglucose 6-dehydrogenase	UDPGD	
2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)	2AGPGAT180	
FMN reductase	FMNRx	
FMN reductase	FMNRx2	
L-aspartate transport via diffusion (extracellular to periplasm)	ASPtex	
LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	3PEPTtex	
tungsten bispterin cofactor synthase	BWCOS	
nickel (+2) transport in via permease (no H+)	NI2tpp	
Na+/glutamate symport (periplasm)	GLUt4pp	
phosphoadenylyl-sulfate reductase (glutaredoxin)	PAPSR2	
L-allo-Threonine Aldolase	THRA2i	
D-alanine transport in via proton symport (periplasm)	DALAt2pp	
SUF [4Fe-4S] Reduction	S4FE4SR	
quinol monooxygenase (menaquinol 8)	QMO3	
DsbD reductase	DSBDR	
nucleoside-triphosphatase (GTP)	NTP3	
adenine transport via proton symport (reversible) (periplasm)	ADEt2rpp	
L-arabinose transport via ABC system (periplasm)	ARBabcpp	
purine-nucleoside phosphorylase (Deoxyguanosine)	PUNP4	
succinate-semialdehyde dehydrogenase (NADP)	SSALy	
5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	5DGLCNtex	
anhydrous-N-Acetylmuramyl-tetrapeptide amidase	AM4PA	
citrate transport via diffusion (extracellular to periplasm)	CITtex	
"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)"	PLIPA2A181pp	
dihydrofolate synthase	DHFS	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	EAR100y	
"meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)"	26DAHtex	
1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	PRMICI	
Phosphatidylserine decarboxylase (n-C14:1)	PSD141	
"MoaD sulfuration (nadh, assumed)"	MOADSUx	
N-acetyl-D-glucosamine 1-phosphatase (periplasm)	ACGAM1PPpp	
5-nucleotidase (dUMP)	NTD1	
5-nucleotidase (dUMP)	NTD1pp	
XMP transport via diffusion (extracellular to periplasm)	XMPtex	
phosphatidylglycerol phosphate phosphatase (n-C14:1)	PGPP141	
spermidine synthase	SPMS	
Fe(III) reduction	FE3Ri	
"phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)"	PGP120abcpp	
thiamin pyrophosphatase	TDP	
murein lytic transglycosylase (murein3p3p) (periplasm)	MLTGY3pp	
Dihydroneopterin monophosphate dephosphorylase	DNMPPA	
maltopentaose transport via ABC system (periplasm)	MALTPTabcpp	
DsbG:glutathione thiotransferase	DSBGGT	
UDP-N-acetylmuramoyl-L-alanine synthetase	UAMAS	
dTDP-4-dehydrorhamnose reductase	TDPDRR	
transport (cytoplasm to periplasm)	ULA4Ntppi	
"formate transport via proton symport (uptake only, periplasm)"	FORt2pp	
"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)"	PLIPA1G160pp	
"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)"	LPLIPAL1G161pp	
3-hydroxypropionate transport via diffusion (extracellular to periplasm)	3HPPtex	
Adenosylcobalamin 5-phosphate synthase	ADOCBLS	
Glycine betaine transport via diffusion (extracellular to periplasm)	GLYBtex	
copper transport out via proton antiport	CUt3	
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)"	PAPPT3	
Lipoyl(octanoyl) transferase	LIPOCT	
D-glucose transport via diffusion (extracellular to periplasm) irreversible	GLCtexi	
choline transport via ABC system (periplasm)	CHLabcpp	
2-methylcitrate synthase	MCITS	
quinol monooxygenase (Ubiquinol-8)	QMO2	
D-alanine-D-alanine dipeptidase	ALAALAD	
protoporphyrinogen oxidase (anaerobic)	PPPGO3	
"adenosine transport in via proton symport, reversible (periplasm)"	ADNt2rpp	
lipid A transport via ABC system (periplasm to extracellular)	LIPAabctex	
Potassium ABC transporter (periplasm)	Kabcpp	
manganese transport in via permease (no H+)	MN2tpp	
"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)"	PLIPA2A160pp	
flavodoxin reductase (NADPH)	FLDR2	
Nucleoside triphosphate pyrophosphorylase (dgtp)	NTPP1	
ribonucleoside-diphosphate reductase (ADP)	RNDR1	
"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible"	14GLUCANtexi	
Rifampin transport via diffusion (extracellular to periplasm)	RFAMPtex	
mercury (Hg+2) transport via diffusion (extracellular to periplasm)	HG2tex	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	EAR120x	
cobalt transport in via permease (no H+)	COBALT2tpp	
Novobiocin transport via TolC system	NOVBCNtpp	
sucrose transport transport via diffusion (extracellular to periplasm)	SUCRtex	
L-alanine transport in via proton symport (periplasm)	ALAt2pp	
sulfite transport via diffusion (extracellular to periplasm)	SO3tex	
"cardiolipin synthase (periplasmic, n-C14:1)"	CLPNS141pp	
glucosyltransferase II (LPS core synthesis)	GLCTR2	
Nicotinic acid transport via diffusion (extracellular to periplasm)	NACtex	
L-Lyxose transport via proton symport (periplasm)	LYXt2pp	
L-tyrosine transport via diffusion (extracellular to periplasm)	TYRtex	
ferrichrome (minus Fe) secretion (to periplasm)	FECRMUtpp	
"phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)"	PGPP160pp	
trans-2-decenoyl-ACP isomerase	T2DECAI	
GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)	AGM3Pt2pp	
SUF [2Fe-2S] Synthesis II	S2FE2SS2	
Nicotinic acid uptake (periplasm)	NACtpp	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)	3HAD181	
D-sorbitol transport via diffusion (extracellular to periplasm)	SBTtex	
succinate transport via diffusion (extracellular to periplasm)	SUCCtex	
L-glutamate 5-semialdehyde dehydratase (spontaneous)	G5SADs	
Glycine betaine transport via ABC system (periplasm)	GLYBabcpp	
ISC [4Fe-4S] Transfer	I4FE4ST	
"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)"	LPLIPAL1A160pp	
FMN adenylyltransferase	FMNAT	
ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	RNTR2c2	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	EAR60y	
Phenethylamine oxidase	PEAMNOpp	
Hydroxypyruvate reductase (NADH)	HPYRRx	
Trans-aconitate methyltransferase	ACONMT	
acetate kinase	ACKr	
3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	HACD1	
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	HACD6	
murein polymerizing transglycosylase	MPTG	
NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)	NADH18pp	
"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)"	12DGR181tipp	
3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm)	HCINNMtex	
Cobinamide transport via ton system (extermal)	CBItonex	
thymidine kinase (ATP:thymidine)	TMDK1	
Putrescine Transaminase	PTRCTA	
acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	ACACT2r	
potassium transport out via proton antiport (periplasm)	Kt3pp	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	3OAS180	
AMP nucleosidase	AMPN	
L-histidine transport via diffusion (extracellular to periplasm)	HIStex	
Homocysteine Methyltransferase	HCYSMT2	
guanine phosphoribosyltransferase	GUAPRT	
Minocycline transport via diffusion (extracellular to periplasm)	MINCYCtex	
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)	2AGPEAT160	
"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)"	PLIPA2G180pp	
AMP transport via diffusion (extracellular to periplasm)	AMPtex	
LPS heptose kinase II (LPS core synthesis)	HEPK2	
Trimethylamine N-oxide transport via diffusion (extracellular to periplasm)	TMAOtex	
"murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)"	MDDCP2pp	
glycerol-3-phosphatase	G3PT	
sirohydrochlorin dehydrogenase (NAD)	SHCHD2	
Lipoate synthase	LIPOS	
Histidyl-tRNA synthetase	HISTRS	
"ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)"	REPHACCOAI	
3-oxoadipyl-CoA thiolase	3OXCOAT	
selenate glutathione reductase III	SELGTHR3	
glucosyltransferase I (LPS core synthesis)	GLCTR1	
h2s transport (periplasm)	H2St1pp	
acyl-CoA dehydrogenase (decanoyl-CoA)	ACOAD4f	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	3OAS141	
"cardiolipin hydrolase (periplasm, n-C16:1)"	CLPNH161pp	
Fe-enterobactin transport via ton system (extracellular)	FEENTERtonex	
diacylglycerol kinase (n-C14:0)	DAGK140	
succinyl-CoA synthetase (ADP-forming)	SUCOAS	
"2,3 dioxo-L-gulonate reductase"	DOGULNR	
ATP phosphoribosyltransferase	ATPPRT	
"murein D,D-endopeptidase (murein4px4p) (periplasm)"	MDDEP1pp	
Orotate transport via diffusion (extracellular to periplasm)	OROTtex	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)	EAR140x	
ribose-5-phosphate isomerase	RPI	
3-nucleotidase (CMP) (periplasm)	3NTD4pp	
D-Alanine transport via diffusion (extracellular to periplasm)	DALAtex	
hypoxanthine phosphoribosyltransferase (Hypoxanthine)	HXPRT	
Lysine/Cadaverine antiporter (periplasm)	CADVtpp	
malate oxidase	MOX	
"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)"	LPLIPAL1E161pp	
L-tryptophan reversible transport via proton symport (periplasm)	TRPt2rpp	
pyridoxal transport via diffusion (extracellular)	PYDXtex	
"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)"	PLIPA1A120pp	
Na+/Proline-L symporter (periplasm)	PROt4pp	
phenethylamine transport via diffusion (extracellular to periplasm)	PEAMNtex	
hydrogenase (ubiquinone-8: 2 protons) (periplasm)	HYD1pp	
Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	OCDCAtexi	
sirohydrochlorin ferrochelatase	SHCHF	
"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)"	PLIPA2E181pp	
isoleucine transaminase	ILETA	
ribokinase	RBK	
3AMP transport via diffusion (extracellular to periplasm)	3AMPtex	
D-sorbitol transport via PEP:Pyr PTS (periplasm)	SBTptspp	
L-methionine-S-oxide reductase	METSOXR1	
L-methionine R-oxide transport via ABC system (periplasm)	METSOX2abcpp	
inorganic diphosphatase	PPA	
taurine transport via ABC system (periplasm)	TAURabcpp	
"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)"	LPLIPAL2A181	
Phosphatidate phosphatase (n-C14:1)	PAPA141	
Doxorubicin transport via TolC system	DOXRBCNtpp	
zinc transport in via permease (no H+)	ZN2tpp	
fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling)	FACOAL120t2pp	
uroporphyrinogen decarboxylase (uroporphyrinogen III)	UPPDC1	
tagaturonate reductase	TAGURr	
Adenosine deaminase	ADA	
Amylomaltase (maltotriose)	AMALT1	
fatty-acid-CoA thioesterase (octadecenoate)	FACOAE181	
N-acetyl-D-mannosamine kinase	AMANK	
diacylglycerol kinase (n-C12:0)	DAGK120	
L-arginine transport via diffusion (extracellular to periplasm)	ARGtex	
molybdopterin adenylyltransferase	MPTAT	
arsenite transport via diffusion (extracellular to periplasm)	ASO3tex	
Ap5A hydrolase	AP5AH	
gluconokinase	GNK	
Phenylalanyl-tRNA synthetase	PHETRS	
dethiobiotin synthase	DBTS	
D-alanine transaminase	ALATA_D2	
thiosulfate transport via ABC system (periplasm)	TSULabcpp	
"3,4-Dihydroxyphenylacetaldehyde exchange"	EX_34dhpac(e)	
D-cysteine transport via diffusion (extracellular to periplasm)	CYSDtex	
SO2 transport via diffusion (extracellular to periplasm)	SO2tex	
aldose-1-epimerase	GALM2pp	
Amylomaltase (maltohexaose)	AMALT4	
rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis)	O16AT	
H2O transport via diffusion (extracellular to periplasm)	H2Otex	
phosphoglycerate mutase	PGM	
dAMP transport via diffusion (extracellular to periplasm)	DAMPtex	
Dihydroneopterin epimerase	DHNPTE	
shikimate transport via diffusion (extracellular to periplasm)	SKMtex	
3-aminoacrylate hydrolase	3AMACHYD	
"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)"	PLIPA2A120pp	
isochorismatase	ICHORT	
pyruvate oxidase	POX	
Phosphatidylserine syntase (n-C16:1)	PSSA161	
L-arabinose isomerase	ARAI	
Phosphofructokinase	PFK_2	
23cCMP transport via diffusion (extracellular to periplasm)	23CCMPtex	
NAD nucleosidase	NADN	
Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm)	TMAOR2pp	
Hydroxypyruvate reductase (NADPH)	HPYRRy	
"iron-sulfur cluster damage (peroxide, spontaneous)"	FESD1s	
malate synthase	MALS	
phosphomethylpyrimidine kinase	PMPK	
deoxyguanosine transport in via proton symport (periplasm)	DGSNt2pp	
spermidine transport via diffusion (extracellular to periplasm)	SPMDtex	
acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0)	APG3PAT120	
choline dehydrogenase	CHOLD	
2-aceto-2-hydroxybutanoate synthase	ACHBS	
cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)	CYTBD2pp	
murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	MCTP1Bpp	
Chloramphenicol transport via TolC system	CMtpp	
"glycine hydroxymethyltransferase, reversible"	GHMT2r	
proton transport via diffusion (extracellular to periplasm)	Htex	
2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)	2AGPG181tipp	
D-gluconate transport via diffusion (extracellular to periplasm)	GLCNtex	
hypothetical enyme	HYPOE	
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	DMPPS	
L-proline transport via diffusion (extracellular to periplasm)	PROtex	
LPS heptose kinase I (LPS core synthesis)	HEPK1	
beta-alanine transport in via proton symport (periplasm)	BALAt2pp	
Tetracycline transport via TolC system	TTRCYCtpp	
"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)"	HPPPNt2rpp	
hydroxyethylthiazole kinase	HETZK	
myo-inositol 1-phosphatase	MI1PP	
aerobactin secretion (to extracellular)	ARBTNtex	
core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	LIPAHT2ex	
zinc (Zn+2) transport via ABC system (periplasm)	ZNabcpp	
melibiose transport in via symport (periplasm)	MELIBt2pp	
acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	AACPS9	
3-(3-hydroxyphenyl)propionate transport via diffusion (extracellular to periplasm)	HPPPNtex	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	EAR141y	
Lactose transport via proton aniport (periplasm)	LCTSt3ipp	
GTP cyclohydrolase I	GTPCI	
"murein L,D-carboxypeptidase (murein5p5p) (periplasm)"	MLDCP2App	
enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	ECA4COLIPAabctex	
3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	DDPA	
L-leucine transport via diffusion (extracellular to periplasm)	LEUtex	
psicoselysine transport via proton symport (periplasm)	PSCLYSt2pp	
deoxyuridine transport via diffusion (extracellular to periplasm)	DURItex	
IMP transport via diffusion (extracellular to periplasm)	IMPtex	
D-Malate transport via proton symport (2 H) (periplasm)	MALDt2_2pp	
L-threonine  via sodium symport (periplasm)	THRt4pp	
Erythronate 4-phosphate (4per) dehydrogenase	PERD	
Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)	DMSOR2pp	
DsbA protein reoxidation reaction (anaerobic)	DSBAO2	
pyruvate reversible transport via proton symport (periplasm)	PYRt2rpp	
phosphoglycerate kinase	PGK	
2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)	2AGPGAT181	
2-oxoglutarate reversible transport via symport (periplasm)	AKGt2rpp	
3UMP transport via diffusion (extracellular to periplasm)	3UMPtex	
"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)"	PLIPA1G140pp	
malic enzyme (NAD)	ME1	
Fumarate transport via proton symport (2 H) (periplasm)	FUMt2_2pp	
5-nucleotidase (XMP)	NTD10	
5-nucleotidase (XMP)	NTD10pp	
Glycolate dehydrogenase (NADP)	GLYCLTDy	
Carnityl-CoA dehydratse	CRNCDH	
ribose 5-phosphate phosphatase	R5PP	
ribose 5-phosphate phosphatase	R5PPpp	
undecaprenyl phosphate transport (cytoplasm to periplasm)	UDCPPtppi	
porphobilinogen synthase	PPBNGS	
"phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)"	PGP161abcpp	
heptosyltransferase I (LPS core synthesis)	HEPT1	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	3OAR80	
dihydrodipicolinate reductase (NADPH)	DHDPRy	
3-phenylpropionate transport via diffusion (extracellular to periplasm)	PPPNtex	
acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	AACPS7	
3-Oxo-glutaryl-[ACP] methyl ester synthase	OGMEACPS	
fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling)	FACOAL140t2pp	
NAD(P) transhydrogenase (periplasm)	THD2pp	
N-acetylglutamate synthase	ACGS	
iron (III) transport via diffusion (extracellular to periplasm)	FE3tex	
"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)"	PLIPA1E161pp	
"phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)"	PE140abcpp	
D-glucarate transport via diffusion (extracellular to periplasm)	GLCRtex	
cytidylate kinase (dCMP)	CYTK2	
GDP-mannose phyrophosphatase	GDPMNP	
dCMP transport via diffusion (extracellular to periplasm)	DCMPtex	
2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)	2AGPG141tipp	
"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)"	LPLIPAL2A140	
L-proline transport via ABC system (periplasm)	PROabcpp	
phosphoribosylaminoimidazole synthase	PRAIS	
D-glycerate transport via diffusion (extracellular to periplasm)	GLYCAtex	
imidazoleglycerol-phosphate dehydratase	IGPDH	
KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)	K2L4Aabctex	
phosphatidylglycerol phosphate phosphatase (n-C14:0)	PGPP120	
phosphatidylglycerol phosphate phosphatase (n-C14:0)	PGPP140	
"phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)"	PGP181abcpp	
adenylsuccinate lyase	ADSL1r	
phenethylacetaldehyde transport via diffusion (extracellular to periplasm)	PACALDtex	
Cob(1)alamin transport via ABC system (periplasm)	CBL1abcpp	
alpha-amylase (periplasm)	AAMYLpp	
selenate glutathione reductase	SELGTHR	
cadmium (+2) transport in via permease (no H+)	CD2tpp	
"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)"	PLIPA2A161pp	
D-carnitine transport via diffusion (extracellular to periplasm)	CRNDtex	
nucleoside-triphosphatase (GTP) (periplasm)	NTP3pp	
L-glutamine transport via ABC system (periplasm)	GLNabcpp	
O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)	ACSERtex	
aerobactin transport via ton system (extracellular)	ARBTNtonex	
glutamate racemase	GLUR	
alpha-ribazole 5-phosphate phosphatase	RZ5PP	
Quinate dehydrogenase	QUINDH	
sedoheptulose 7-phosphate isomerase	S7PI	
S-methylmethionine permease (periplasm)	MMETt2pp	
L-homoserine transport via diffusion (extracellular to periplasm)	HOMtex	
5-dehydro-4-deoxyglucarate aldolase	GLCRAL	
2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)	2AGPA181tipp	
uridine kinase (GTP:Uridine)	URIK2	
Acetyl-CoA:hexanoate-CoA transferase	HXCT	
Mannose-6-phosphate transport via phosphate antiport (periplasm)	MAN6Pt6_2pp	
"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)"	LPLIPAL1G181pp	
Prolyl-tRNA synthetase	PROTRS	
L-lysine transport via ABC system (periplasm)	LYSabcpp	
SUF Cysteine desulfuration	SCYSDS	
bis-molybdenum cofactor synthase	BMOCOS	
"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)"	OMMBLHX3	
Isocitrate lyase	ICL	
UMP kinase	UMPK	
1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	AGPAT160	
"phosphatidate transport via ABC system (n-C14:1, periplasm)"	PA141abcpp	
3-nucleotidase (GMP) (periplasm)	3NTD9pp	
Tryptophanase (L-tryptophan)	TRPAS2	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	3HAD120	
adenylate kinase	ADK1	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)	3OAR180	
maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	MALTTTRtexi	
nucleoside-diphosphate kinase (ATP:dGDP)	NDPK5	
1-Deoxy-D-xylulose kinase	DXYLK	
ISC Cysteine desulfuration	ICYSDS	
L-serine reversible transport via proton symport (periplasm)	SERt2rpp	
"enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)"	ECAtpp	
glutamine synthetase	GLNS	
"cardiolipin synthase (periplasmic, n-C18:1)"	CLPNS181pp	
L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)	CGLYabcpp	
"Indole transport via proton symport, reversible (periplasm)"	INDOLEt2rpp	
guanosine transport via diffusion (extracellular to periplasm)	GSNtex	
N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	ACGAptspp	
homoserine dehydrogenase (NADPH)	HSDy	
"2,3-dihydroxybenzoylserine hydrolase"	DHBSH	
triphosphoribosyl-dephospho-CoA synthase	TPRDCOAS	
2-Oxobutanoate formate lyase	OBTFL	
alanine transaminase	ALATA_L2	
cadmium (Cd+2) transport out via proton antiport (periplasm)	CD2t3pp	
methanesulfonate transport via diffusion (extracellular to periplasm)	MSO3tex	
NAD synthase (nh3)	NADS1	
ferrichrome Fe(III)-loading reaction (spontaneous)	FECRMexs	
copper transport in via permease (no H+)	CU2tpp	
glucarate dehydratase	GLCRD	
L-methionine S-oxide diffusion (extracellular)	METSOX1tex	
4-aminobutyrate transport in via proton symport (periplasm)	ABUTt2pp	
ferroxamine Fe3-loading reaction (spontaneous)	FEOXAMexs	
Threonine aldolase	THRAi	
Galactitol transport via PEP:Pyr PTS (periplasm)	GALTptspp	
uridine transport in via proton symport (periplasm)	URIt2pp	
acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	AACPS3	
"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)"	PLIPA1A161pp	
D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)	ALAALAabcpp	
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)	2AGPE141tipp	
allantoate amidohydrolase	ALLTAMH	
L-xylulokinase	XYLK2	
"phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)"	PG160abcpp	
L-fucose transport via proton symport (periplasm)	FUCtpp	
"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)"	LPLIPAL1A140pp	
adenylosuccinate lyase	ADSL2r	
Ureidoglycolate hydrolase	UGLYCH	
L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm)	LALADGLUtex	
maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	MALTPTtexi	
pyridoxine 5-phosphate oxidase (anaerboic	PDX5PO2	
3-Oxo-pimeloyl-[ACP] methyl ester reductase	OPMEACPR	
rhamnulokinase	RMK	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	EAR141x	
Tryptophanyl-tRNA synthetase	TRPTRS	
sodium proton antiporter (H:NA is 2) (periplasm)	NAt3_2pp	
L-arabinose transport via diffusion (extracellular to periplasm)	ARBtex	
Arginine/agmatine antiport (periplasm)	ARGAGMt7pp	
adentylate kinase (GTP)	ADK3	
"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)"	PLIPA2G120pp	
glucose 6-phosphate dehydrogenase	G6PDH2r	
5-amino-6-(5-phosphoribosylamino)uracil reductase	APRAUR	
dihydroneopterin aldolase reversible	DHNPA2r	
"murein D,D-endopeptidase (murein4px4px4p) (periplasm)"	MDDEP4pp	
maltose transport via ABC system (periplasm)	MALTabcpp	
adenosine hydrolase	ADNUC	
23cUMP transport via diffusion (extracellular to periplasm)	23CUMPtex	
deoxyinosine transport in via proton symport (periplasm)	DINSt2pp	
glutamate synthase (NADPH)	GLUSy	
Glycine transport via diffusion (extracellular to periplasm)	GLYtex	
bis-molybdopterin guanine dinucleotide synthase (single GDP)	BMOGDS1	
N-acetylneuraminate proton symport (periplasm)	ACNAMt2pp	
L-alanine transaminase	ALATA_L	
FAD reductase	FADRx	
FAD reductase	FADRx2	
D-galactonate transport via proton symport (periplasm)	GALCTNt2pp	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	3HAD140	
acetate-CoA ligase (ADP-forming)	ACCOAL	
Succinylornithine transaminase	SOTA	
dihydroorotic acid (menaquinone-8)	DHORD5	
thiamine kinase	TMK	
acyl-CoA dehydrogenase (octanoyl-CoA)	ACOAD3f	
3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	OPMEACPD	
arginine/ornithine antiporter (periplasm)	ARGORNt7pp	
thiol:disulfide reductase (DsbC)	TDSR1	
"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)"	PLIPA1G141pp	
ferrichrome (minus Fe) secretion (to extracellular)	FECRMUtex	
"D-glucuronate transport via proton symport, reversible (periplasm)"	GLCURt2rpp	
gamma glutamyl putrescine synthase	GGPTRCS	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	EAR100x	
Nickle (Ni+2) ABC transporter (periplasm)	NI2abcpp	
glutamate-5-semialdehyde dehydrogenase	G5SD	
"1,4-alpha-D-glucan transport via ABC system (periplasm)"	14GLUCANabcpp	
Phenylpropanoate Dioxygenase	PPPNDO	
